Group,Component,Layer,mean_Logit,std_Logit,sem_Logit,count_Logit,mean_Posteriors,std_Posteriors,sem_Posteriors,count_Posteriors
Control (Single Error),head 1,1,0.242431640625,0.2391641813885393,0.06391931613886935,14,1.7613490394183569,3.275911333031442,0.875524131260969,14
Control (Single Error),head 1,2,0.22802734375,0.23862166459489795,0.06377432242684242,14,3.4237543642520905,5.726220040511306,1.5303966794908648,14
Control (Single Error),head 1,3,0.2158203125,0.286634690566222,0.07660634337591196,14,3.2728447020053864,6.317823384161447,1.6885093238343443,14
Control (Single Error),head 1,4,0.32484654017857145,0.5069159156884944,0.13547897717208082,14,3.014815070799419,5.057287913844657,1.351617048562817,14
Control (Single Error),head 1,5,0.21826171875,0.2441425781171876,0.06524984863130064,14,3.011656186410359,5.18560100514928,1.385910164698513,14
Control (Single Error),head 1,6,0.34469168526785715,0.27299389509817673,0.07296068743844882,14,3.238381573132106,4.584362138489171,1.2252223185089133,14
Control (Single Error),head 1,7,0.24504743303571427,0.29123163242442135,0.07783492776593354,14,2.2889118918350766,3.2676857991333206,0.8733257648559642,14
Control (Single Error),head 1,8,0.24473353794642858,0.23758924549337687,0.06349839681559578,14,2.9352594912052155,4.972688066593942,1.3290067883209893,14
Control (Single Error),head 1,9,0.3653041294642857,0.3641196727546255,0.09731507594514675,14,4.112041452101299,6.517634513731548,1.7419110944711738,14
Control (Single Error),head 1,10,0.9599609375,0.9387124657543765,0.25088145939618883,14,5.554023729903357,8.705715581536188,2.326700358057705,14
Control (Single Error),head 1,11,0.33450753348214285,0.3181065772336157,0.08501755889196667,14,3.62999512893813,6.991244346329513,1.868488646513241,14
Control (Single Error),head 1,12,0.3414829799107143,0.26945241719046964,0.07201418765462961,14,2.598138460091182,5.0993604070117575,1.3628613953370081,14
Control (Single Error),head 1,13,0.26109095982142855,0.23687362455038222,0.06330713907363249,14,2.0149712903159007,2.6171054753502285,0.6994508595579079,14
Control (Single Error),head 1,14,0.29488699776785715,0.28522457445284777,0.07622947399221085,14,2.36850842833519,3.5713243376101627,0.9544765777417584,14
Control (Single Error),head 1,15,0.3609095982142857,0.45351714135867427,0.12120755442809182,14,3.129678500550134,5.342102974797501,1.4277370754684369,14
Control (Single Error),head 1,16,0.40537806919642855,0.3616058705128576,0.09664323403608964,14,4.998266364846911,10.418119124890053,2.7843594557096956,14
Control (Single Error),head 1,17,0.5798688616071429,0.799025376425962,0.213548514423145,14,2.6614870599337985,4.442849182440445,1.1874013901286327,14
Control (Single Error),head 2,0,0.2527553013392857,0.5070512148794267,0.13551513740187915,14,2.8793113189084187,5.011830044403942,1.3394679219213985,14
Control (Single Error),head 2,1,0.20633370535714285,0.24743901073244431,0.06613085730593478,14,2.3271278398377553,3.7203772110642674,0.994312633811718,14
Control (Single Error),head 2,2,0.200927734375,0.24345017677494887,0.06506479658867209,14,2.6216762278761183,4.796570392835089,1.2819373601094712,14
Control (Single Error),head 2,3,0.21400669642857142,0.2583165381578323,0.06903799879458042,14,3.267949530056544,5.936545907507576,1.5866086319105952,14
Control (Single Error),head 2,4,0.2647181919642857,0.23584966960418405,0.0630334756030492,14,2.9946057753903523,4.402864041275018,1.1767149116427171,14
Control (Single Error),head 2,5,0.26025390625,0.2851045358632807,0.07619739232968574,14,3.031059499297823,4.54963997286964,1.2159424294035488,14
Control (Single Error),head 2,6,0.26395089285714285,0.25018089163798435,0.06686365580192537,14,3.774134120770863,6.00638225165848,1.6052731799789892,14
Control (Single Error),head 2,7,0.32142857142857145,0.3860759679674006,0.10318314267150887,14,3.57816310439791,6.291743766682986,1.6815392528784496,14
Control (Single Error),head 2,8,0.2844935825892857,0.27846706177417696,0.07442345276147033,14,3.531165897846222,6.062328748059197,1.6202255100876939,14
Control (Single Error),head 2,9,0.29066685267857145,0.2731878413465102,0.07301252175364267,14,2.8262798488140106,4.17917558721487,1.1169316576091317,14
Control (Single Error),head 2,10,0.37806919642857145,0.3294341094282848,0.08804496921411692,14,3.6754125356674194,6.414070976168383,1.7142325748051983,14
Control (Single Error),head 2,11,0.37339564732142855,0.4909340284197587,0.13120763813253414,14,3.8973361296313143,6.39447436877872,1.708995161176967,14
Control (Single Error),head 2,12,0.3192661830357143,0.3073102254243353,0.08213211249929493,14,3.8770119036946977,6.543049962714652,1.7487036589301599,14
Control (Single Error),head 2,13,0.46595982142857145,0.49967668895617634,0.13354421244511588,14,3.656763953822,7.3824367986316775,1.9730392271422845,14
Control (Single Error),head 2,14,0.33572823660714285,0.2655555126239593,0.07097269610056986,14,1.6226770281791687,1.9802195206848252,0.5292359283574521,14
Control (Single Error),head 2,15,0.40223911830357145,0.4117780622855849,0.11005231631873706,14,2.971965044736862,4.174077391895973,1.1155691075966911,14
Control (Single Error),head 2,16,0.4266880580357143,0.36194778480462675,0.09673461447433547,14,4.6909460084778924,8.592863624971999,2.296539403994114,14
Control (Single Error),head 2,17,0.48270089285714285,0.28864603884361256,0.07714389881444578,14,7.587294667959213,22.410706237345345,5.989513181127433,14
Control (Single Error),head 3,0,0.21463448660714285,0.2541029824961537,0.06791187867557308,14,2.4766680938856944,3.9424048539826813,1.0536520173969814,14
Control (Single Error),head 3,1,0.35267857142857145,0.5830997371609705,0.15583995991244923,14,3.4301769946302687,5.673199953782696,1.516226465265472,14
Control (Single Error),head 3,2,0.21791294642857142,0.23824841563966576,0.06367456744752455,14,4.67390718630382,8.677656878665584,2.3192013542820558,14
Control (Single Error),head 3,3,0.24958147321428573,0.24728836599487286,0.06609059580628385,14,3.4660135294709886,5.848621539654221,1.5631098561637429,14
Control (Single Error),head 3,4,0.43662806919642855,0.3782761675315411,0.10109855832035197,14,3.201135507651738,4.253397917926636,1.1367684098927928,14
Control (Single Error),head 3,5,0.45731026785714285,0.5719812806514588,0.15286842741756784,14,4.5508133087839395,7.86864361268156,2.1029834640915395,14
Control (Single Error),head 3,6,0.4231654575892857,0.4794671955059769,0.12814299812719457,14,3.4945226439407895,5.1820076514107525,1.3849498005157233,14
Control (Single Error),head 3,7,0.26785714285714285,0.288399089439215,0.07707789880993696,14,2.832187627043043,4.792407334925001,1.2808247360822678,14
Control (Single Error),head 3,8,0.25460379464285715,0.17539005556268308,0.04687496406877179,14,3.829625231879098,6.271604873884926,1.676156907378499,14
Control (Single Error),head 3,9,0.21857561383928573,0.24686896528635893,0.06597850625206747,14,3.4636055869715556,6.203412604587742,1.6579317567973073,14
Control (Single Error),head 3,10,0.24288504464285715,0.2534666846712038,0.0677418209286508,14,1.8413177217755998,2.8967563898296205,0.7741907102636154,14
Control (Single Error),head 3,11,0.3134765625,0.28694113568546387,0.07668824427905854,14,2.476575400148119,3.394667870695399,0.9072631510022575,14
Control (Single Error),head 3,12,0.44998604910714285,0.3577124224991501,0.09560266628462472,14,4.641877004078457,9.488552117252897,2.5359222228077734,14
Control (Single Error),head 3,13,0.33157784598214285,0.31094356949928253,0.08310316454906048,14,3.8108424757208144,6.661182560477104,1.7802759237184937,14
Control (Single Error),head 3,14,0.3854282924107143,0.3207425839565452,0.08572206132242632,14,6.433043152093887,12.481692878542678,3.3358727398887793,14
Control (Single Error),head 3,15,0.42724609375,0.3588906280448386,0.09591755496199354,14,5.360985215221133,10.384032467359418,2.7752494132854144,14
Control (Single Error),head 3,16,0.43701171875,0.3738067422145969,0.09990405415951066,14,5.709128166948046,10.958020796112427,2.9286542468711807,14
Control (Single Error),head 3,17,0.5992606026785714,0.6035317132872204,0.1613006352266758,14,7.284517449992044,14.55212542404478,3.889219113295573,14
Control (Single Error),head 4,0,0.23789760044642858,0.2544971468380175,0.06801722352709717,14,2.1332513136523112,3.5339977935104785,0.9445006392093779,14
Control (Single Error),head 4,1,0.21672712053571427,0.24255085286711564,0.06482444216418305,14,1.6359567855085646,2.407016790982041,0.6433022968619186,14
Control (Single Error),head 4,2,0.386474609375,0.4047023366004731,0.10816124908470244,14,2.7125459909439087,4.475391544123878,1.1960987021269103,14
Control (Single Error),head 4,3,0.21902901785714285,0.23900861438989648,0.06387773910961148,14,3.197857073375157,5.468467300523372,1.4615093620953592,14
Control (Single Error),head 4,4,0.408935546875,0.6010577802621753,0.16063944881399406,14,2.2574407841478075,3.3253620849842336,0.8887404006413753,14
Control (Single Error),head 4,5,0.35379464285714285,0.3781247028893234,0.10105807769196706,14,3.0695777578013286,4.53217328716511,1.211274261290062,14
Control (Single Error),head 4,6,0.39882114955357145,0.27902667792493857,0.07457301646891713,14,3.053275853395462,4.0179450728163495,1.073840990096804,14
Control (Single Error),head 4,7,0.21261160714285715,0.18296350809892734,0.04889905439917324,14,3.8695185014179776,6.50446576573441,1.7383915985270268,14
Control (Single Error),head 4,8,0.3679896763392857,0.3203656068985485,0.08562130996573362,14,3.428324354546411,5.998465821133113,1.6031574249252665,14
Control (Single Error),head 4,9,0.28658621651785715,0.2995521494148095,0.08005867947013809,14,2.3531377613544464,3.1221683723156897,0.8344345966447838,14
Control (Single Error),head 4,10,0.240478515625,0.23834710576068624,0.06370094349183297,14,3.222526490688324,5.26158568594978,1.4062179248555733,14
Control (Single Error),head 4,11,0.32460239955357145,0.3197838278321972,0.08546582296994193,14,3.6834549946444377,7.137632559573672,1.907612542186216,14
Control (Single Error),head 4,12,0.37827845982142855,0.29843025266757023,0.07975883995217342,14,2.7191139459609985,4.452160114076246,1.1898898412809786,14
Control (Single Error),head 4,13,0.28152901785714285,0.2615167665206399,0.06989329580122774,14,2.354258554322379,3.4254782537805277,0.9154975722493867,14
Control (Single Error),head 4,14,0.36146763392857145,0.3732005461730048,0.09974204145259234,14,3.4774025678634644,5.603488517641782,1.4975953002669529,14
Control (Single Error),head 4,15,0.5076381138392857,0.5834515890637565,0.15593399628895704,14,9.957397516284669,27.054127389014763,7.230519684845021,14
Control (Single Error),head 4,16,0.5787876674107143,0.6616386430118403,0.17683036542859562,14,6.5550534682614465,12.310136278738893,3.2900223099669472,14
Control (Single Error),head 4,17,0.39767020089285715,0.33712725551910294,0.09010104899256269,14,4.253321502889905,7.390990873746932,1.9753253998809994,14
Control (Single Error),head 5,0,0.3148716517857143,0.49637802573001194,0.13266260761464033,14,2.465437488896506,4.051535439197825,1.0828183931322104,14
Control (Single Error),head 5,1,0.21616908482142858,0.3327773290062934,0.08893848223052143,14,2.857188412121364,5.076120503332181,1.3566502698176794,14
Control (Single Error),head 5,2,0.22199358258928573,0.24242059416033246,0.06478962906043827,14,2.96267916900771,5.101140117122756,1.3633370428715177,14
Control (Single Error),head 5,3,0.30283900669642855,0.4532117756924274,0.12112594202089325,14,6.472307848078864,15.693021013483756,4.1941362854214415,14
Control (Single Error),head 5,4,0.20546177455357142,0.2426149125493751,0.06484156283442022,14,5.905636216912951,16.644876050456727,4.448530244723434,14
Control (Single Error),head 5,5,0.30740792410714285,0.35500383140906494,0.09487876486605562,14,3.064977696963719,5.121080437748451,1.368666317726073,14
Control (Single Error),head 5,6,0.19810267857142858,0.2485826684454274,0.06643651268662935,14,2.9931980073451996,5.372345322755791,1.435819682942117,14
Control (Single Error),head 5,7,0.6186174665178571,0.7917244620560532,0.2115972629815469,14,4.88719146166529,8.107633222539315,2.166856124026289,14
Control (Single Error),head 5,8,0.20368303571428573,0.14178262332405747,0.037892999991189065,14,3.2330007510525838,5.86483330295854,1.5674426321580452,14
Control (Single Error),head 5,9,0.4053431919642857,0.5237303257772908,0.13997281729443736,14,2.376355605466025,3.3350385325171787,0.8913265400263305,14
Control (Single Error),head 5,10,0.38525390625,0.31617460257327523,0.08450121694490074,14,7.9497712807995935,15.908831391623641,4.251814035100697,14
Control (Single Error),head 5,11,0.3470982142857143,0.4967681480917986,0.13276687220154923,14,2.8988920407635823,4.017315361147679,1.0736726925741882,14
Control (Single Error),head 5,12,0.3441685267857143,0.49505524492064534,0.13230907957275112,14,3.5579010461057936,6.201681400172178,1.6574690729551993,14
Control (Single Error),head 5,13,0.38218470982142855,0.4862580314733103,0.12995792538144765,14,3.41290436897959,5.869133931441441,1.5685920234673896,14
Control (Single Error),head 5,14,0.23088727678571427,0.2641289369764628,0.0705914277213379,14,4.823570540973118,9.38031471403801,2.506994560003186,14
Control (Single Error),head 5,15,0.43258231026785715,0.5065838988496685,0.13539024193940039,14,4.171367900712149,9.874128328588178,2.6389717999011277,14
Control (Single Error),head 5,16,0.5775320870535714,0.31002462091545907,0.08285756520929416,14,2.504589242594583,4.21557125693364,1.1266588094984047,14
Control (Single Error),head 5,17,0.5811593191964286,0.491536817380952,0.1313687402589138,14,5.272561090333121,9.652336681281918,2.579695488796254,14
Control (Single Error),head 6,0,0.21261160714285715,0.2472036456164964,0.06606795333274368,14,2.5060437491961887,4.311152989313217,1.1522041019983111,14
Control (Single Error),head 6,1,0.22607421875,0.24388350342575532,0.06518060800752037,14,6.921138307877949,17.972547182073807,4.803365280210689,14
Control (Single Error),head 6,2,0.3038853236607143,0.4990241580926021,0.13336981623613084,14,2.071470477751323,2.898525492152333,0.7746635227474536,14
Control (Single Error),head 6,3,0.4575892857142857,0.5326057450161907,0.14234487286271916,14,3.0913515985012054,4.561018913062824,1.2189835790912265,14
Control (Single Error),head 6,4,0.4436732700892857,0.37324070195410636,0.09975277353651951,14,4.339126250573567,6.826697089672181,1.8245115423457203,14
Control (Single Error),head 6,5,0.3723842075892857,0.2703069613992487,0.07224257420113697,14,6.5617279282638,11.650279691846734,3.113668219070055,14
Control (Single Error),head 6,6,0.31898716517857145,0.31346160998228195,0.08377613917573268,14,3.825469251189913,5.237631049727585,1.3998157790292693,14
Control (Single Error),head 6,7,0.33632114955357145,0.41425801343014834,0.11071511114151522,14,3.5185180561883107,6.028760311553251,1.6112539680580564,14
Control (Single Error),head 6,8,0.346923828125,0.29950642881625084,0.08004646012618633,14,3.162683440106256,4.148804918789838,1.108814755048147,14
Control (Single Error),head 6,9,0.31734793526785715,0.3427657576201906,0.0916080020666252,14,3.100228645971843,6.06754010474209,1.6216183037468124,14
Control (Single Error),head 6,10,0.4005650111607143,0.35885335295613974,0.09590759277549547,14,3.0390348562172482,4.403916428456824,1.1769961739478993,14
Control (Single Error),head 6,11,0.17867606026785715,0.12922858841284598,0.03453779302980676,14,4.202756890228817,10.953826511996702,2.927533277289478,14
Control (Single Error),head 6,12,0.3363560267857143,0.22941632411626148,0.061314091698295325,14,3.683487117290497,5.64202819321962,1.5078954618247875,14
